,mm,formula,compound,pollutant_category,AVG_savanna,AVG_boreal_forest,AVG_tropical_forest,AVG_temperate_forest,AVG_peat,AVG_chaparral,AVG_open_cooking,AVG_cookstove,AVG_dung_burning,AVG_charcoal_making,AVG_charcoal_burning,AVG_coal_burning,AVG_pasture_maintenance,AVG_crop_residue,AVG_garbage_burning,N_savanna,N_boreal_forest,N_tropical_forest,N_temperate_forest,N_peat,N_chaparral,N_open_cooking,N_cookstove,N_dung_burning,N_charcoal_making,N_charcoal_burning,N_coal_burning,N_pasture_maintenance,N_crop_residue,N_garbage_burning,STD_savanna,STD_boreal_forest,STD_tropical_forest,STD_temperate_forest,STD_peat,STD_chaparral,STD_open_cooking,STD_cookstove,STD_dung_burning,STD_charcoal_making,STD_charcoal_burning,STD_coal_burning,STD_pasture_maintenance,STD_crop_residue,STD_garbage_burning,smile,S07,S07T,S18B,S22,MOZT1,geos_chem_species,id
268,95.0,C6H9N,C2 pyrrole,NMOC_g,,0.0021,,,,,,,,,,,,0.00174,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC1=CC=CN1,ARO2,ARO2,FURNS,FURNS,,,"InChI=1S/C6H9N/c1-2-6-4-3-5-7-6/h3-5,7H,2H2,1H3"
269,95.0,C6H9N,"1h-pyrrole, 1-ethyl-",NMOC_g,,,,0.00792,,,,,,,,,,0.00254,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCN1C=CC=C1,ARO2,ARO2,FURNS,FURNS,,,"InChI=1S/C6H9N/c1-2-7-5-3-4-6-7/h3-6H,2H2,1H3"
270,95.0,C6H9N,"1h-pyrrole, 2,5-dimethyl-",NMOC_g,,,,0.00748,0.01585,,,,,,,,,0.0019,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=CC=C(N1)C,ARO2,ARO2,FURNS,FURNS,,,"InChI=1S/C6H9N/c1-5-3-4-6(2)7-5/h3-4,7H,1-2H3"
271,95.0,C6H9N,"1h-pyrrole, 2,4-dimethyl-",NMOC_g,,,,,,,,,,,,,,0.00222,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=CC(=CN1)C,ARO2,ARO2,FURNS,FURNS,,,"InChI=1S/C6H9N/c1-5-3-6(2)7-4-5/h3-4,7H,1-2H3"
272,95.0,C5H5NO,4-pyridinol,NMOC_g,,,,0.0162,0.034,0.0048,,,0.1085,,,,,0.0104,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,C1=CNC=CC1=O,ALK5,ALK5,AMINS,AMINS,,,"InChI=1S/C5H5NO/c7-5-1-3-6-4-2-5/h1-4H,(H,6,7)"
275,96.0,C6H8O,"2,4-hexadienal, (e,e)-",NMOC_g,,,,,,,,,,,,,,0.00932,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC=CC=CC=O,IPRD,IPRD,AFG1,AFG1,,,"InChI=1S/C6H8O/c1-2-3-4-5-6-7/h2-6H,1H3/b3-2+,5-4+"
276,96.0,C6H8O,"Furan, 3-ethyl-",NMOC_g,,0.0021,,0.00343,,,,,,,,,,0.00108,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC1=COC=C1,ARO2,ARO2,FURNS,FURNS,,,"InChI=1S/C6H8O/c1-2-6-3-4-7-5-6/h3-5H,2H2,1H3"
277,96.0,C6H8O,2-ethylfuran,NMOC_g,,0.0482,,0.02598,0.01936,0.01701,,,,,,,,0.01495,0.0159,0.0,2.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,0.0548,,0.0168,,,,,,,,,,,,CCC1=CC=CO1,ARO2,ARO2,FURNS,FURNS,XYLENES,,"InChI=1S/C6H8O/c1-2-6-4-3-5-7-6/h3-5H,2H2,1H3"
278,96.0,C6H8O,"2-cyclopenten-1-one, 3-methyl-",NMOC_g,,,,,,,,,,,,,,0.01062,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=CC(=O)CC1,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C6H8O/c1-5-2-3-6(7)4-5/h4H,2-3H2,1H3"
279,96.0,C6H8O,"2-cyclopenten-1-one, 2-methyl-",NMOC_g,,0.0082,,0.02962,0.03547,,,,,,,,,0.05677,,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=CCCC1=O,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C6H8O/c1-5-3-2-4-6(5)7/h3H,2,4H2,1H3"
280,96.0,C6H8O,"2,5-dimethylfuran",NMOC_g,0.2738,0.129,,0.08536,0.14578,0.06652,,,,,,,,0.16072,0.0531,2.0,2.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,0.1089,,0.0485,0.0515,0.0316,,,,,,,,0.089,,CC1=CC=C(O1)C,ARO2,ARO2,FURNS,FURNS,XYLENES,,"InChI=1S/C6H8O/c1-5-3-4-6(2)7-5/h3-4H,1-2H3"
281,96.0,C6H8O,"Furan, 2,3-dimethyl-",NMOC_g,,0.0048,,,,,,,,,,,,0.0039,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=C(OC=C1)C,ARO2,ARO2,FURNS,FURNS,,,"InChI=1S/C6H8O/c1-5-3-4-7-6(5)2/h3-4H,1-2H3"
282,96.0,C6H8O,"Furan, 2,4-dimethyl-",NMOC_g,,0.0085,,0.01867,0.05565,,,,,,,,,0.00823,,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=CC(=CO1)C,ARO2,ARO2,FURNS,FURNS,XYLENES,,"InChI=1S/C6H8O/c1-5-3-6(2)7-4-5/h3-4H,1-2H3"
283,96.0,C6H8O,2-cyclohexen-1-one,NMOC_g,,,,,,,,,,,,,,0.0052,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,C1CC=CC(=O)C1,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C6H8O/c7-6-4-2-1-3-5-6/h2,4H,1,3,5H2"
284,96.0,C5H4O2,3-furaldehyde,NMOC_g,,0.0229,,0.02781,,0.00825,,,,,,,,0.0155,,0.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0182,,,,,,,,,,,,C1=COC=C1C=O,ARO2,ARO2,OLEA1,OLEA1,,,InChI=1S/C5H4O2/c6-3-5-1-2-7-4-5/h1-4H
285,96.0,C5H4O2,"2-cyclopentene-1,4-dione",NMOC_g,,0.0169,,0.01024,,,,,,,,,,0.00927,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,C1C(=O)C=CC1=O,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C5H4O2/c6-4-1-2-5(7)3-4/h1-2H,3H2"
286,96.0,C5H4O2,Cyclopentenedione,NMOC_g,,,,0.01426,,0.00476,,,,,,,,0.00703,,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0049,,,,,,,,,,,,C1C=CC(=O)C1=O,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C5H4O2/c6-4-2-1-3-5(4)7/h1-2H,3H2"
287,96.0,C5H4O2,2-furaldehyde,NMOC_g,0.7974,0.5357,0.29,0.57512,1.08518,0.3691,0.5673,0.2354,0.74082,,,,,0.52402,0.3,2.0,3.0,1.0,13.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,6.0,1.0,1.1037,0.2099,,0.6359,0.9919,0.2663,,0.231,0.8501,,,,,0.3323,,C1=COC(=C1)C=O,ARO1,ARO1,OLEA1,OLEA1,TOLUENE,,InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H
289,96.0,C7H12,Cycloheptene,NMOC_g,,0.0181,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,C1CCC=CCC1,OLE2,OLE2,OLEC,OLE2,,,"InChI=1S/C7H12/c1-2-4-6-7-5-3-1/h1-2H,3-7H2"
290,96.0,C7H12,Vinylcyclopentane,NMOC_g,,0.00642,,0.00635,0.00672,,,,,,,,,0.00235,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,C=CC1CCCC1,OLE2,OLE2,OLE2,OLE2,,,"InChI=1S/C7H12/c1-2-7-5-3-4-6-7/h2,7H,1,3-6H2"
291,96.0,C7H12,"Cyclopentane, ethylidene-",NMOC_g,,,,,0.00585,,,,,,,,,0.00156,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC=C1CCCC1,OLE2,OLE2,OLEC,OLE2,,,"InChI=1S/C7H12/c1-2-7-5-3-4-6-7/h2H,3-6H2,1H3"
292,96.0,C7H12,"Cyclopentene, 3-ethyl-",NMOC_g,,0.00181,,0.00383,0.00945,,,,,,,,,0.00626,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC1CCC=C1,OLE2,OLE2,OLEC,OLE2,BIGENE,,"InChI=1S/C7H12/c1-2-7-5-3-4-6-7/h3,5,7H,2,4,6H2,1H3"
293,96.0,C7H12,"1,6-heptadiene",NMOC_g,,0.01086,,0.01191,0.00789,,,,,,,,,0.00196,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,C=CCCCC=C,OLE2,OLE2,OLE1,OLE1,BIGENE,,"InChI=1S/C7H12/c1-3-5-7-6-4-2/h3-4H,1-2,5-7H2"
294,96.0,C7H12,"3,5-dimethylcyclopentene",NMOC_g,,0.00428,,0.00512,0.01607,,,,,,,,,0.00782,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1CC(C=C1)C,OLE2,OLE2,OLEC,OLE2,,,"InChI=1S/C7H12/c1-6-3-4-7(2)5-6/h3-4,6-7H,5H2,1-2H3"
295,96.0,C7H12,"Cyclopentene, 4,4-dimethyl-",NMOC_g,,0.00708,,0.00779,0.03624,,,,,,,,,0.00665,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1(CC=CC1)C,OLE2,OLE2,OLEC,OLE2,,,"InChI=1S/C7H12/c1-7(2)5-3-4-6-7/h3-4H,5-6H2,1-2H3"
296,96.0,C7H12,"Cyclohexene, 4-methyl-",NMOC_g,,0.00428,,0.00447,0.00779,,,,,,,,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CC1CCC=CC1,OLE2,OLE2,OLEC,OLE2,BIGENE,,"InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h2-3,7H,4-6H2,1H3"
297,96.0,C7H12,"Cyclohexene, 3-methyl-",NMOC_g,,0.00815,,0.01126,0.01617,,,,,,,,,0.01017,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1CCCC=C1,OLE2,OLE2,OLEC,OLE2,,,"InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h3,5,7H,2,4,6H2,1H3"
298,96.0,C7H12,1-methylcyclohexene,NMOC_g,,0.00642,,0.00915,0.02942,0.01215,,,,,,,,0.00626,,0.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0017,,,,,,,,,,,,CC1=CCCCC1,OLE2,OLE2,OLEC,OLE2,BIGENE,,"InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h5H,2-4,6H2,1H3"
299,96.0,C7H12,C7H12 isomers,NMOC_g,,0.04131,,0.07788,0.09284,,,,,,,,,0.04967,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,C1CCC=CC1,OLE2,OLE2,OLEC,OLE2,BIGENE,,394.88_1.069
300,96.0,CH2Cl2,Methylene chloride,NMOC_g,,,,0.0021,,,,0.0003,0.0004,,,,,0.0033,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,0.0011,,,,0.0001,0.0001,,,,,0.0042,,C(Cl)Cl,ALK1,ALK1,NROG,NROG,NROG,,InChI=1S/CH2Cl2/c2-1-3/h1H2
301,97.0,C6H11N,Hexanenitrile,NMOC_g,,0.004,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCCCC#N,ALK5,ALK5,OTH4,ALK5,,,"InChI=1S/C6H11N/c1-2-3-4-5-6-7/h2-5H2,1H3"
302,97.0,C6H11N,4-methylpentanenitrile,NMOC_g,,0.0052,,0.0069,0.0113,0.0005,,,0.0216,,,,,0.0032,,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0018,,,,,,,,,,0.0005,,CC(C)CCC#N,ALK5,ALK5,OTH4,ALK5,,,"InChI=1S/C6H11N/c1-6(2)4-3-5-7/h6H,3-4H2,1-2H3"
303,98.0,C7H14,"Cyclopentane, ethyl-",NMOC_g,,,,0.0057,0.0214,,,,,,,,,0.0005,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC1CCCC1,ALK5,ALK5,ALK5,ALK5,BIGALK,,"InChI=1S/C7H14/c1-2-7-5-3-4-6-7/h7H,2-6H2,1H3"
304,98.0,C7H14,"2-heptene, (e)-",NMOC_g,,0.0059,,0.0179,0.054,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCCC=CC,OLE2,OLE2,OLE2,OLE2,BIGENE,,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3,5H,4,6-7H2,1-2H3/b5-3+"
305,98.0,C7H14,"2-heptene, z",NMOC_g,,0.004,,0.0055,0.0282,,,,,,,,,0.00037,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCCCC=CC,OLE2,OLE2,OLE2,OLE2,,,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3,5H,4,6-7H2,1-2H3/b5-3-"
306,98.0,C7H14,1-heptene,NMOC_g,0.034,0.0847,,0.036,0.1517,0.0292,,,,,,,,0.02139,,1.0,1.0,0.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,0.0252,0.1028,0.0328,,,,,,,,0.0065,,CCCCCC=C,OLE1,OLE1,OLE1,OLE1,BIGENE,,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3"
307,98.0,C7H14,"3-heptene, (e)-",NMOC_g,,0.0008,,0.0022,0.0162,,,,,,,,,0.00012,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCCC=CCC,OLE2,OLE2,OLE2,OLE2,BIGENE,,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h5,7H,3-4,6H2,1-2H3/b7-5+"
308,98.0,C7H14,"1-hexene, 5-methyl-",NMOC_g,,,,0.0025,0.0065,,,,,,,,,0.0005,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC(C)CCC=C,OLE1,OLE1,OLE1,OLE1,BIGENE,,"InChI=1S/C7H14/c1-4-5-6-7(2)3/h4,7H,1,5-6H2,2-3H3"
309,98.0,C7H14,"2-hexene, 5-methyl-, (e)-",NMOC_g,,,,,0.0045,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CC=CCC(C)C,OLE2,OLE2,OLE2,OLE2,BIGENE,,"InChI=1S/C7H14/c1-4-5-6-7(2)3/h4-5,7H,6H2,1-3H3/b5-4+"
310,98.0,C7H14,"1-hexene, 3-methyl-",NMOC_g,,,,0.0018,0.0071,,,,,,,,,0.00037,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCCC(C)C=C,OLE1,OLE1,OLE1,OLE1,BIGENE,,"InChI=1S/C7H14/c1-4-6-7(3)5-2/h5,7H,2,4,6H2,1,3H3"
311,98.0,C7H14,3-methyl-2-hexene (e),NMOC_g,,0.0014,,0.0018,0.0045,,,,,,,,,0.00087,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCCC(=CC)C,OLE2,OLE2,OLE4,OLE4,BIGENE,,"InChI=1S/C7H14/c1-4-6-7(3)5-2/h5H,4,6H2,1-3H3/b7-5+"
312,98.0,C7H14,(z)-3-methyl-2-hexene,NMOC_g,,0.0033,,0.003,,,,,,,,,,0.00186,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCCC(=CC)C,OLE2,OLE2,OLE4,OLE4,BIGENE,,"InChI=1S/C7H14/c1-4-6-7(3)5-2/h5H,4,6H2,1-3H3/b7-5-"
313,98.0,C7H14,"1-butene, 2-ethyl, 3-methyl",NMOC_g,,0.0049,,0.0065,0.0165,,,,,,,,,0.00261,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC(=C)C(C)C,OLE1,OLE1,OLE3,OLE3,BIGENE,,"InChI=1S/C7H14/c1-5-7(4)6(2)3/h6H,4-5H2,1-3H3"
314,98.0,C7H14,"1-pentene, 2,3-dimethyl-",NMOC_g,,,,,,,,,,,,,,0.0005,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC(C)C(=C)C,OLE2,OLE2,OLE3,OLE3,BIGENE,,"InChI=1S/C7H14/c1-5-7(4)6(2)3/h7H,2,5H2,1,3-4H3"
315,98.0,C7H14,Methylcyclohexane,NMOC_g,0.01,,,0.0071,0.017,0.0024,,0.0097,0.02798,,,0.0584,,0.01031,0.0276,1.0,0.0,0.0,9.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,5.0,1.0,,,,0.0057,,0.0006,,,0.0357,,,,,0.0158,,CC1CCCCC1,ALK5,ALK5,ALK5,ALK5,BIGALK,,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3"
316,98.0,C7H14,C7H14 isomers,NMOC_g,,,,,,,,,,,,,,0.0005,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCCCC=CC,OLE2,OLE2,OLE2,OLE2,,,579.821_1.052
318,98.0,C6H10O,4-hexen-2-one,NMOC_g,,,,,,,,,,,,,,0.00067,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC=CCC(=O)C,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C6H10O/c1-3-4-5-6(2)7/h3-4H,5H2,1-2H3/b4-3+"
319,98.0,C6H10O,5-hexen-2-one,NMOC_g,,,,0.00293,,,,,,,,,,0.00101,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC(=O)CCC=C,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C6H10O/c1-3-4-5-6(2)7/h3H,1,4-5H2,2H3"
320,98.0,C6H10O,3-hexen-2-one,NMOC_g,,,,,,,,,,,,,,0.00112,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC=CC(=O)C,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C6H10O/c1-3-4-5-6(2)7/h4-5H,3H2,1-2H3/b5-4+"
321,98.0,C6H10O,5-hexen-3-one,NMOC_g,,,,,,,,,,,,,,0.00056,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC(=O)CC=C,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C6H10O/c1-3-5-6(7)4-2/h3H,1,4-5H2,2H3"
322,98.0,C6H10O,1-hexen-3-one,NMOC_g,,,,,,,,,,,,,,0.00067,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCCC(=O)C=C,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C6H10O/c1-3-5-6(7)4-2/h4H,2-3,5H2,1H3"
323,98.0,C6H10O,"2-pentanone, 3-methylene-",NMOC_g,,,,,,,,,,,,,,0.00101,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC(=C)C(=O)C,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C6H10O/c1-4-5(2)6(3)7/h2,4H2,1,3H3"
324,98.0,C6H10O,"4-penten-2-one, 3-methyl-",NMOC_g,,,,0.00238,,,,,,,,,,0.00089,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC(C=C)C(=O)C,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C6H10O/c1-4-5(2)6(3)7/h4-5H,1H2,2-3H3"
325,98.0,C6H10O,"3-penten-2-one, 3-methyl-",NMOC_g,,,,0.00196,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CC=C(C)C(=O)C,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C6H10O/c1-4-5(2)6(3)7/h4H,1-3H3"
326,98.0,C6H10O,"1-penten-3-one, 2-methyl-",NMOC_g,,,,,,,,,,,,,,0.0019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC(=O)C(=C)C,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C6H10O/c1-4-6(7)5(2)3/h2,4H2,1,3H3"
327,98.0,C6H10O,"3-penten-2-one, 4-methyl-",NMOC_g,,,,,,,,,,,,,,0.00067,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC(=CC(=O)C)C,IPRD,IPRD,LVKS,LVKS,MEK,,"InChI=1S/C6H10O/c1-5(2)4-6(3)7/h4H,1-3H3"
328,98.0,C6H10O,3-methylcyclopentanone,NMOC_g,,,,,,,,,,,,,,0.0038,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1CCC(=O)C1,PRD2,PRD2,KET2,KET2,,,"InChI=1S/C6H10O/c1-5-2-3-6(7)4-5/h5H,2-4H2,1H3"
329,98.0,C6H10O,"Cyclopentanone, 2-methyl-",NMOC_g,,,,0.01314,,,,,,,,,,0.00906,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1CCCC1=O,PRD2,PRD2,OTH3,ALK6,,,"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h5H,2-4H2,1H3"
330,98.0,C6H10O,Cyclohexanone,NMOC_g,,,,0.00685,0.0505,,,,,,,,,0.0019,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,C1CCC(=O)CC1,PRD2,PRD2,OTH3,ALK6,MEK,,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2
331,98.0,C6H10O,4-Hexen-3-one isomers,NMOC_g,,,,,,,,,,,,,,0.00313,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC(=O)C=CC,IPRD,IPRD,LVKS,LVKS,,,859.731_2.187
333,98.0,C5H6S,"Thiophene, 3-methyl-",NMOC_g,,,,,,,,,,,,,,0.01397,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=CSC=C1,OLE1,OLE1,OLEP,OLEP,,,"InChI=1S/C5H6S/c1-5-2-3-6-4-5/h2-4H,1H3"
334,98.0,C5H6S,"Thiophene, 2-methyl-",NMOC_g,,,,0.0177,0.01955,,,,,,,,,0.01863,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=CC=CS1,ARO1,ARO1,OLEP,OLEP,,,"InChI=1S/C5H6S/c1-5-3-2-4-6-5/h2-4H,1H3"
